INSTRUMENT_CD,INSTRUMENT_DESC,INSTRUMENT_TYPE,IS_ACTIVE
INS032968,Instrument INS032968,EQUITY,Y
INS032969,Instrument INS032969,EQUITY,Y
INS032970,Instrument INS032970,BOND,Y
INS032971,Instrument INS032971,FX,Y
INS032972,Instrument INS032972,EQUITY,Y
INS032973,Instrument INS032973,BOND,Y
INS032974,Instrument INS032974,FX,Y
INS032975,Instrument INS032975,EQUITY,Y
INS032976,Instrument INS032976,EQUITY,Y
INS032977,Instrument INS032977,FX,Y
INS032978,Instrument INS032978,EQUITY,Y
INS032979,Instrument INS032979,EQUITY,Y
INS032980,Instrument INS032980,BOND,Y
INS032981,Instrument INS032981,EQUITY,Y
INS032982,Instrument INS032982,EQUITY,Y
INS032983,Instrument INS032983,BOND,Y
INS032984,Instrument INS032984,BOND,Y
INS032985,Instrument INS032985,FX,Y
INS032986,Instrument INS032986,FX,Y
INS032987,Instrument INS032987,FX,Y
INS032988,Instrument INS032988,BOND,Y
INS032989,Instrument INS032989,EQUITY,Y
INS032990,Instrument INS032990,EQUITY,Y
INS032991,Instrument INS032991,EQUITY,Y
INS032992,Instrument INS032992,EQUITY,Y
INS032993,Instrument INS032993,BOND,Y
INS032994,Instrument INS032994,FX,Y
INS032995,Instrument INS032995,FX,Y
INS032996,Instrument INS032996,FX,Y
INS032997,Instrument INS032997,BOND,Y
INS032998,Instrument INS032998,FX,Y
INS032999,Instrument INS032999,BOND,Y
INS033000,Instrument INS033000,EQUITY,Y
INS033001,Instrument INS033001,BOND,Y
INS033002,Instrument INS033002,BOND,Y
INS033003,Instrument INS033003,FX,Y
INS033004,Instrument INS033004,EQUITY,Y
INS033005,Instrument INS033005,BOND,Y
INS033006,Instrument INS033006,BOND,Y
INS033007,Instrument INS033007,BOND,Y
INS033008,Instrument INS033008,BOND,Y
INS033009,Instrument INS033009,FX,Y
INS033010,Instrument INS033010,FX,Y
INS033011,Instrument INS033011,FX,Y
INS033012,Instrument INS033012,EQUITY,Y
INS033013,Instrument INS033013,FX,Y
INS033014,Instrument INS033014,BOND,Y
INS033015,Instrument INS033015,BOND,Y
INS033016,Instrument INS033016,EQUITY,Y
INS033017,Instrument INS033017,EQUITY,Y
INS033018,Instrument INS033018,BOND,Y
INS033019,Instrument INS033019,FX,Y
INS033020,Instrument INS033020,FX,Y
INS033021,Instrument INS033021,BOND,Y
INS033022,Instrument INS033022,EQUITY,Y
INS033023,Instrument INS033023,BOND,Y
INS033024,Instrument INS033024,EQUITY,Y
INS033025,Instrument INS033025,FX,Y
INS033026,Instrument INS033026,FX,Y
INS033027,Instrument INS033027,BOND,Y
INS033028,Instrument INS033028,FX,Y
INS033029,Instrument INS033029,BOND,Y
INS033030,Instrument INS033030,BOND,Y
INS033031,Instrument INS033031,EQUITY,Y
INS033032,Instrument INS033032,BOND,Y
INS033033,Instrument INS033033,BOND,Y
INS033034,Instrument INS033034,FX,Y
INS033035,Instrument INS033035,EQUITY,Y
INS033036,Instrument INS033036,EQUITY,Y
INS033037,Instrument INS033037,EQUITY,Y
INS033038,Instrument INS033038,FX,Y
INS033039,Instrument INS033039,EQUITY,Y
INS033040,Instrument INS033040,FX,Y
INS033041,Instrument INS033041,EQUITY,Y
INS033042,Instrument INS033042,BOND,Y
INS033043,Instrument INS033043,EQUITY,Y
INS033044,Instrument INS033044,FX,Y
INS033045,Instrument INS033045,FX,Y
INS033046,Instrument INS033046,BOND,Y
INS033047,Instrument INS033047,BOND,Y
INS033048,Instrument INS033048,FX,Y
INS033049,Instrument INS033049,EQUITY,Y
INS033050,Instrument INS033050,BOND,Y
INS033051,Instrument INS033051,BOND,Y
INS033052,Instrument INS033052,EQUITY,Y
INS033053,Instrument INS033053,FX,Y
INS033054,Instrument INS033054,BOND,Y
INS033055,Instrument INS033055,BOND,Y
INS033056,Instrument INS033056,FX,Y
INS033057,Instrument INS033057,EQUITY,Y
INS033058,Instrument INS033058,EQUITY,Y
INS033059,Instrument INS033059,BOND,Y
INS033060,Instrument INS033060,FX,Y
INS033061,Instrument INS033061,EQUITY,Y
INS033062,Instrument INS033062,FX,Y
INS033063,Instrument INS033063,BOND,Y
INS033064,Instrument INS033064,EQUITY,Y
INS033065,Instrument INS033065,FX,Y
INS033066,Instrument INS033066,FX,Y
INS033067,Instrument INS033067,BOND,Y
INS033068,Instrument INS033068,EQUITY,Y
INS033069,Instrument INS033069,BOND,Y
INS033070,Instrument INS033070,BOND,Y
INS033071,Instrument INS033071,EQUITY,Y
INS033072,Instrument INS033072,FX,Y
INS033073,Instrument INS033073,FX,Y
INS033074,Instrument INS033074,FX,Y
INS033075,Instrument INS033075,EQUITY,Y
INS033076,Instrument INS033076,BOND,Y
INS033077,Instrument INS033077,FX,Y
INS033078,Instrument INS033078,FX,Y
INS033079,Instrument INS033079,EQUITY,Y
INS033080,Instrument INS033080,EQUITY,Y
INS033081,Instrument INS033081,BOND,Y
INS033082,Instrument INS033082,BOND,Y
INS033083,Instrument INS033083,FX,Y
INS033084,Instrument INS033084,FX,Y
INS033085,Instrument INS033085,EQUITY,Y
INS033086,Instrument INS033086,BOND,Y
INS033087,Instrument INS033087,FX,Y
INS033088,Instrument INS033088,EQUITY,Y
INS033089,Instrument INS033089,BOND,Y
INS033090,Instrument INS033090,BOND,Y
INS033091,Instrument INS033091,BOND,Y
INS033092,Instrument INS033092,EQUITY,Y
INS033093,Instrument INS033093,BOND,Y
INS033094,Instrument INS033094,EQUITY,Y
INS033095,Instrument INS033095,EQUITY,Y
INS033096,Instrument INS033096,EQUITY,Y
INS033097,Instrument INS033097,BOND,Y
INS033098,Instrument INS033098,FX,Y
INS033099,Instrument INS033099,FX,Y
INS033100,Instrument INS033100,EQUITY,Y
INS033101,Instrument INS033101,EQUITY,Y
INS033102,Instrument INS033102,FX,Y
INS033103,Instrument INS033103,BOND,Y
INS033104,Instrument INS033104,FX,Y
INS033105,Instrument INS033105,FX,Y
INS033106,Instrument INS033106,BOND,Y
INS033107,Instrument INS033107,EQUITY,Y
INS033108,Instrument INS033108,FX,Y
INS033109,Instrument INS033109,EQUITY,Y
INS033110,Instrument INS033110,BOND,Y
INS033111,Instrument INS033111,BOND,Y
INS033112,Instrument INS033112,BOND,Y
INS033113,Instrument INS033113,BOND,Y
INS033114,Instrument INS033114,BOND,Y
INS033115,Instrument INS033115,EQUITY,Y
INS033116,Instrument INS033116,BOND,Y
INS033117,Instrument INS033117,EQUITY,Y
INS033118,Instrument INS033118,BOND,Y
INS033119,Instrument INS033119,EQUITY,Y
INS033120,Instrument INS033120,BOND,Y
INS033121,Instrument INS033121,BOND,Y
INS033122,Instrument INS033122,EQUITY,Y
INS033123,Instrument INS033123,FX,Y
INS033124,Instrument INS033124,BOND,Y
INS033125,Instrument INS033125,EQUITY,Y
INS033126,Instrument INS033126,EQUITY,Y
INS033127,Instrument INS033127,FX,Y
INS033128,Instrument INS033128,BOND,Y
INS033129,Instrument INS033129,FX,Y
INS033130,Instrument INS033130,EQUITY,Y
INS033131,Instrument INS033131,BOND,Y
INS033132,Instrument INS033132,FX,Y
INS033133,Instrument INS033133,BOND,Y
INS033134,Instrument INS033134,EQUITY,Y
INS033135,Instrument INS033135,FX,Y
INS033136,Instrument INS033136,EQUITY,Y
INS033137,Instrument INS033137,EQUITY,Y
INS033138,Instrument INS033138,FX,Y
INS033139,Instrument INS033139,FX,Y
INS033140,Instrument INS033140,FX,Y
INS033141,Instrument INS033141,EQUITY,Y
INS033142,Instrument INS033142,BOND,Y
INS033143,Instrument INS033143,BOND,Y
INS033144,Instrument INS033144,BOND,Y
INS033145,Instrument INS033145,BOND,Y
INS033146,Instrument INS033146,BOND,Y
INS033147,Instrument INS033147,BOND,Y
INS033148,Instrument INS033148,FX,Y
INS033149,Instrument INS033149,BOND,Y
INS033150,Instrument INS033150,EQUITY,Y
INS033151,Instrument INS033151,EQUITY,Y
INS033152,Instrument INS033152,BOND,Y
INS033153,Instrument INS033153,EQUITY,Y
INS033154,Instrument INS033154,EQUITY,Y
INS033155,Instrument INS033155,BOND,Y
INS033156,Instrument INS033156,FX,Y
INS033157,Instrument INS033157,FX,Y
INS033158,Instrument INS033158,BOND,Y
INS033159,Instrument INS033159,FX,Y
INS033160,Instrument INS033160,FX,Y
INS033161,Instrument INS033161,BOND,Y
INS033162,Instrument INS033162,EQUITY,Y
INS033163,Instrument INS033163,FX,Y
INS033164,Instrument INS033164,BOND,Y
INS033165,Instrument INS033165,EQUITY,Y
INS033166,Instrument INS033166,FX,Y
INS033167,Instrument INS033167,BOND,Y
INS033168,Instrument INS033168,FX,Y
INS033169,Instrument INS033169,FX,Y
INS033170,Instrument INS033170,BOND,Y
INS033171,Instrument INS033171,EQUITY,Y
INS033172,Instrument INS033172,BOND,Y
INS033173,Instrument INS033173,EQUITY,Y
INS033174,Instrument INS033174,BOND,Y
INS033175,Instrument INS033175,BOND,Y
INS033176,Instrument INS033176,FX,Y
INS033177,Instrument INS033177,EQUITY,Y
INS033178,Instrument INS033178,EQUITY,Y
INS033179,Instrument INS033179,EQUITY,Y
INS033180,Instrument INS033180,FX,Y
INS033181,Instrument INS033181,BOND,Y
INS033182,Instrument INS033182,FX,Y
INS033183,Instrument INS033183,BOND,Y
INS033184,Instrument INS033184,BOND,Y
INS033185,Instrument INS033185,BOND,Y
INS033186,Instrument INS033186,BOND,Y
INS033187,Instrument INS033187,BOND,Y
INS033188,Instrument INS033188,FX,Y
INS033189,Instrument INS033189,EQUITY,Y
INS033190,Instrument INS033190,BOND,Y
INS033191,Instrument INS033191,FX,Y
INS033192,Instrument INS033192,FX,Y
INS033193,Instrument INS033193,FX,Y
INS033194,Instrument INS033194,FX,Y
INS033195,Instrument INS033195,FX,Y
INS033196,Instrument INS033196,BOND,Y
INS033197,Instrument INS033197,EQUITY,Y
INS033198,Instrument INS033198,BOND,Y
INS033199,Instrument INS033199,BOND,Y
INS033200,Instrument INS033200,EQUITY,Y
INS033201,Instrument INS033201,BOND,Y
INS033202,Instrument INS033202,EQUITY,Y
INS033203,Instrument INS033203,BOND,Y
INS033204,Instrument INS033204,EQUITY,Y
INS033205,Instrument INS033205,FX,Y
INS033206,Instrument INS033206,EQUITY,Y
INS033207,Instrument INS033207,BOND,Y
INS033208,Instrument INS033208,BOND,Y
INS033209,Instrument INS033209,EQUITY,Y
INS033210,Instrument INS033210,FX,Y
INS033211,Instrument INS033211,BOND,Y
INS033212,Instrument INS033212,FX,Y
INS033213,Instrument INS033213,EQUITY,Y
INS033214,Instrument INS033214,EQUITY,Y
INS033215,Instrument INS033215,EQUITY,Y
INS033216,Instrument INS033216,FX,Y
INS033217,Instrument INS033217,FX,Y
INS033218,Instrument INS033218,EQUITY,Y
INS033219,Instrument INS033219,EQUITY,Y
INS033220,Instrument INS033220,EQUITY,Y
INS033221,Instrument INS033221,FX,Y
INS033222,Instrument INS033222,FX,Y
INS033223,Instrument INS033223,FX,Y
INS033224,Instrument INS033224,EQUITY,Y
INS033225,Instrument INS033225,FX,Y
INS033226,Instrument INS033226,BOND,Y
INS033227,Instrument INS033227,FX,Y
INS033228,Instrument INS033228,FX,Y
INS033229,Instrument INS033229,BOND,Y
INS033230,Instrument INS033230,FX,Y
INS033231,Instrument INS033231,EQUITY,Y
INS033232,Instrument INS033232,BOND,Y
INS033233,Instrument INS033233,EQUITY,Y
INS033234,Instrument INS033234,BOND,Y
INS033235,Instrument INS033235,FX,Y
INS033236,Instrument INS033236,BOND,Y
INS033237,Instrument INS033237,FX,Y
INS033238,Instrument INS033238,FX,Y
INS033239,Instrument INS033239,EQUITY,Y
INS033240,Instrument INS033240,BOND,Y
INS033241,Instrument INS033241,BOND,Y
INS033242,Instrument INS033242,FX,Y
INS033243,Instrument INS033243,EQUITY,Y
INS033244,Instrument INS033244,EQUITY,Y
INS033245,Instrument INS033245,FX,Y
INS033246,Instrument INS033246,EQUITY,Y
INS033247,Instrument INS033247,EQUITY,Y
INS033248,Instrument INS033248,FX,Y
INS033249,Instrument INS033249,EQUITY,Y
INS033250,Instrument INS033250,FX,Y
INS033251,Instrument INS033251,EQUITY,Y
INS033252,Instrument INS033252,FX,Y
INS033253,Instrument INS033253,BOND,Y
INS033254,Instrument INS033254,EQUITY,Y
INS033255,Instrument INS033255,EQUITY,Y
INS033256,Instrument INS033256,EQUITY,Y
INS033257,Instrument INS033257,EQUITY,Y
INS033258,Instrument INS033258,EQUITY,Y
INS033259,Instrument INS033259,FX,Y
INS033260,Instrument INS033260,EQUITY,Y
INS033261,Instrument INS033261,FX,Y
INS033262,Instrument INS033262,BOND,Y
INS033263,Instrument INS033263,BOND,Y
INS033264,Instrument INS033264,FX,Y
INS033265,Instrument INS033265,BOND,Y
INS033266,Instrument INS033266,FX,Y
INS033267,Instrument INS033267,EQUITY,Y
INS033268,Instrument INS033268,FX,Y
INS033269,Instrument INS033269,BOND,Y
INS033270,Instrument INS033270,FX,Y
INS033271,Instrument INS033271,BOND,Y
INS033272,Instrument INS033272,FX,Y
INS033273,Instrument INS033273,BOND,Y
INS033274,Instrument INS033274,EQUITY,Y
INS033275,Instrument INS033275,FX,Y
INS033276,Instrument INS033276,EQUITY,Y
INS033277,Instrument INS033277,EQUITY,Y
INS033278,Instrument INS033278,EQUITY,Y
INS033279,Instrument INS033279,BOND,Y
INS033280,Instrument INS033280,BOND,Y
INS033281,Instrument INS033281,EQUITY,Y
INS033282,Instrument INS033282,FX,Y
INS033283,Instrument INS033283,BOND,Y
INS033284,Instrument INS033284,BOND,Y
INS033285,Instrument INS033285,EQUITY,Y
INS033286,Instrument INS033286,BOND,Y
INS033287,Instrument INS033287,FX,Y
INS033288,Instrument INS033288,BOND,Y
INS033289,Instrument INS033289,BOND,Y
INS033290,Instrument INS033290,FX,Y
INS033291,Instrument INS033291,FX,Y
INS033292,Instrument INS033292,BOND,Y
INS033293,Instrument INS033293,FX,Y
INS033294,Instrument INS033294,BOND,Y
INS033295,Instrument INS033295,FX,Y
INS033296,Instrument INS033296,EQUITY,Y
INS033297,Instrument INS033297,BOND,Y
INS033298,Instrument INS033298,EQUITY,Y
INS033299,Instrument INS033299,BOND,Y
INS033300,Instrument INS033300,FX,Y
INS033301,Instrument INS033301,EQUITY,Y
INS033302,Instrument INS033302,BOND,Y
INS033303,Instrument INS033303,FX,Y
INS033304,Instrument INS033304,FX,Y
INS033305,Instrument INS033305,EQUITY,Y
INS033306,Instrument INS033306,BOND,Y
INS033307,Instrument INS033307,EQUITY,Y
INS033308,Instrument INS033308,BOND,Y
INS033309,Instrument INS033309,FX,Y
INS033310,Instrument INS033310,FX,Y
INS033311,Instrument INS033311,FX,Y
INS033312,Instrument INS033312,BOND,Y
INS033313,Instrument INS033313,BOND,Y
INS033314,Instrument INS033314,FX,Y
INS033315,Instrument INS033315,BOND,Y
INS033316,Instrument INS033316,BOND,Y
INS033317,Instrument INS033317,FX,Y
INS033318,Instrument INS033318,FX,Y
INS033319,Instrument INS033319,BOND,Y
INS033320,Instrument INS033320,BOND,Y
INS033321,Instrument INS033321,EQUITY,Y
INS033322,Instrument INS033322,BOND,Y
INS033323,Instrument INS033323,EQUITY,Y
INS033324,Instrument INS033324,BOND,Y
INS033325,Instrument INS033325,EQUITY,Y
INS033326,Instrument INS033326,EQUITY,Y
INS033327,Instrument INS033327,FX,Y
INS033328,Instrument INS033328,BOND,Y
INS033329,Instrument INS033329,FX,Y
INS033330,Instrument INS033330,FX,Y
INS033331,Instrument INS033331,BOND,Y
INS033332,Instrument INS033332,FX,Y
INS033333,Instrument INS033333,FX,Y
INS033334,Instrument INS033334,FX,Y
INS033335,Instrument INS033335,FX,Y
INS033336,Instrument INS033336,EQUITY,Y
INS033337,Instrument INS033337,BOND,Y
INS033338,Instrument INS033338,BOND,Y
INS033339,Instrument INS033339,FX,Y
INS033340,Instrument INS033340,BOND,Y
INS033341,Instrument INS033341,EQUITY,Y
INS033342,Instrument INS033342,FX,Y
INS033343,Instrument INS033343,FX,Y
INS033344,Instrument INS033344,FX,Y
INS033345,Instrument INS033345,EQUITY,Y
INS033346,Instrument INS033346,BOND,Y
INS033347,Instrument INS033347,EQUITY,Y
INS033348,Instrument INS033348,BOND,Y
INS033349,Instrument INS033349,EQUITY,Y
INS033350,Instrument INS033350,EQUITY,Y
INS033351,Instrument INS033351,FX,Y
INS033352,Instrument INS033352,FX,Y
INS033353,Instrument INS033353,FX,Y
INS033354,Instrument INS033354,EQUITY,Y
INS033355,Instrument INS033355,EQUITY,Y
INS033356,Instrument INS033356,BOND,Y
INS033357,Instrument INS033357,EQUITY,Y
INS033358,Instrument INS033358,BOND,Y
INS033359,Instrument INS033359,FX,Y
INS033360,Instrument INS033360,FX,Y
INS033361,Instrument INS033361,EQUITY,Y
INS033362,Instrument INS033362,BOND,Y
INS033363,Instrument INS033363,BOND,Y
INS033364,Instrument INS033364,FX,Y
INS033365,Instrument INS033365,EQUITY,Y
INS033366,Instrument INS033366,BOND,Y
INS033367,Instrument INS033367,BOND,Y
INS033368,Instrument INS033368,BOND,Y
INS033369,Instrument INS033369,FX,Y
INS033370,Instrument INS033370,EQUITY,Y
INS033371,Instrument INS033371,BOND,Y
INS033372,Instrument INS033372,EQUITY,Y
INS033373,Instrument INS033373,BOND,Y
INS033374,Instrument INS033374,FX,Y
INS033375,Instrument INS033375,EQUITY,Y
INS033376,Instrument INS033376,BOND,Y
INS033377,Instrument INS033377,FX,Y
INS033378,Instrument INS033378,FX,Y
INS033379,Instrument INS033379,FX,Y
INS033380,Instrument INS033380,BOND,Y
INS033381,Instrument INS033381,FX,Y
INS033382,Instrument INS033382,FX,Y
INS033383,Instrument INS033383,FX,Y
INS033384,Instrument INS033384,FX,Y
INS033385,Instrument INS033385,FX,Y
INS033386,Instrument INS033386,BOND,Y
INS033387,Instrument INS033387,EQUITY,Y
INS033388,Instrument INS033388,BOND,Y
INS033389,Instrument INS033389,BOND,Y
INS033390,Instrument INS033390,BOND,Y
INS033391,Instrument INS033391,EQUITY,Y
INS033392,Instrument INS033392,EQUITY,Y
INS033393,Instrument INS033393,FX,Y
INS033394,Instrument INS033394,EQUITY,Y
INS033395,Instrument INS033395,BOND,Y
INS033396,Instrument INS033396,FX,Y
INS033397,Instrument INS033397,EQUITY,Y
INS033398,Instrument INS033398,BOND,Y
INS033399,Instrument INS033399,FX,Y
INS033400,Instrument INS033400,FX,Y
INS033401,Instrument INS033401,FX,Y
INS033402,Instrument INS033402,BOND,Y
INS033403,Instrument INS033403,FX,Y
INS033404,Instrument INS033404,BOND,Y
INS033405,Instrument INS033405,EQUITY,Y
INS033406,Instrument INS033406,FX,Y
INS033407,Instrument INS033407,EQUITY,Y
INS033408,Instrument INS033408,FX,Y
INS033409,Instrument INS033409,FX,Y
INS033410,Instrument INS033410,FX,Y
INS033411,Instrument INS033411,BOND,Y
INS033412,Instrument INS033412,EQUITY,Y
INS033413,Instrument INS033413,FX,Y
INS033414,Instrument INS033414,FX,Y
INS033415,Instrument INS033415,BOND,Y
INS033416,Instrument INS033416,FX,Y
INS033417,Instrument INS033417,BOND,Y
INS033418,Instrument INS033418,FX,Y
INS033419,Instrument INS033419,EQUITY,Y
INS033420,Instrument INS033420,BOND,Y
INS033421,Instrument INS033421,BOND,Y
INS033422,Instrument INS033422,FX,Y
INS033423,Instrument INS033423,EQUITY,Y
INS033424,Instrument INS033424,FX,Y
INS033425,Instrument INS033425,BOND,Y
INS033426,Instrument INS033426,FX,Y
INS033427,Instrument INS033427,EQUITY,Y
INS033428,Instrument INS033428,BOND,Y
INS033429,Instrument INS033429,EQUITY,Y
INS033430,Instrument INS033430,EQUITY,Y
INS033431,Instrument INS033431,BOND,Y
INS033432,Instrument INS033432,EQUITY,Y
INS033433,Instrument INS033433,FX,Y
INS033434,Instrument INS033434,BOND,Y
INS033435,Instrument INS033435,EQUITY,Y
INS033436,Instrument INS033436,EQUITY,Y
INS033437,Instrument INS033437,FX,Y
INS033438,Instrument INS033438,FX,Y
INS033439,Instrument INS033439,FX,Y
INS033440,Instrument INS033440,FX,Y
INS033441,Instrument INS033441,EQUITY,Y
INS033442,Instrument INS033442,EQUITY,Y
INS033443,Instrument INS033443,EQUITY,Y
INS033444,Instrument INS033444,BOND,Y
INS033445,Instrument INS033445,EQUITY,Y
INS033446,Instrument INS033446,BOND,Y
INS033447,Instrument INS033447,EQUITY,Y
INS033448,Instrument INS033448,FX,Y
INS033449,Instrument INS033449,EQUITY,Y
INS033450,Instrument INS033450,BOND,Y
INS033451,Instrument INS033451,FX,Y
INS033452,Instrument INS033452,EQUITY,Y
INS033453,Instrument INS033453,BOND,Y
INS033454,Instrument INS033454,EQUITY,Y
INS033455,Instrument INS033455,FX,Y
INS033456,Instrument INS033456,BOND,Y
INS033457,Instrument INS033457,FX,Y
INS033458,Instrument INS033458,BOND,Y
INS033459,Instrument INS033459,FX,Y
INS033460,Instrument INS033460,BOND,Y
INS033461,Instrument INS033461,BOND,Y
INS033462,Instrument INS033462,EQUITY,Y
INS033463,Instrument INS033463,FX,Y
INS033464,Instrument INS033464,EQUITY,Y
INS033465,Instrument INS033465,FX,Y
INS033466,Instrument INS033466,FX,Y
INS033467,Instrument INS033467,EQUITY,Y
INS033468,Instrument INS033468,BOND,Y
INS033469,Instrument INS033469,FX,Y
INS033470,Instrument INS033470,BOND,Y
INS033471,Instrument INS033471,FX,Y
INS033472,Instrument INS033472,EQUITY,Y
INS033473,Instrument INS033473,BOND,Y
INS033474,Instrument INS033474,EQUITY,Y
INS033475,Instrument INS033475,FX,Y
INS033476,Instrument INS033476,EQUITY,Y
INS033477,Instrument INS033477,FX,Y
INS033478,Instrument INS033478,BOND,Y
INS033479,Instrument INS033479,BOND,Y
INS033480,Instrument INS033480,EQUITY,Y
INS033481,Instrument INS033481,EQUITY,Y
INS033482,Instrument INS033482,BOND,Y
INS033483,Instrument INS033483,EQUITY,Y
INS033484,Instrument INS033484,EQUITY,Y
INS033485,Instrument INS033485,BOND,Y
INS033486,Instrument INS033486,FX,Y
INS033487,Instrument INS033487,EQUITY,Y
INS033488,Instrument INS033488,EQUITY,Y
INS033489,Instrument INS033489,BOND,Y
INS033490,Instrument INS033490,FX,Y
INS033491,Instrument INS033491,FX,Y
INS033492,Instrument INS033492,EQUITY,Y
INS033493,Instrument INS033493,EQUITY,Y
INS033494,Instrument INS033494,FX,Y
INS033495,Instrument INS033495,EQUITY,Y
INS033496,Instrument INS033496,FX,Y
INS033497,Instrument INS033497,EQUITY,Y
INS033498,Instrument INS033498,EQUITY,Y
INS033499,Instrument INS033499,BOND,Y
